type,src,dst,cidx,didx,period,error,cktElement,cktTerminal,cktPhase,cktProperty
SmartMeter,12071,1,0,0,15000,1.667e-05,Load.12071,BUS1,PHASE_3,None
SmartMeter,12072,1,0,0,15000,1.667e-05,Load.12072,BUS1,PHASE_3,None
SmartMeter,12073,1,0,0,15000,1.667e-05,Load.12073,BUS1,PHASE_3,None
SmartMeter,12074,1,0,0,15000,1.667e-05,Load.12074,BUS1,PHASE_3,None
SmartMeter,12075,1,0,0,15000,1.667e-05,Load.12075,BUS1,PHASE_1,None
SmartMeter,12076,1,0,0,15000,1.667e-05,Load.12076,BUS1,PHASE_1,None
SmartMeter,12077,1,0,0,15000,1.667e-05,Load.12077,BUS1,PHASE_1,None
SmartMeter,12078,1,0,0,15000,1.667e-05,Load.12078,BUS1,PHASE_2,None
SmartMeter,12079,1,0,0,15000,1.667e-05,Load.12079,BUS1,PHASE_3,None
SmartMeter,12080,1,0,0,15000,1.667e-05,Load.12080,BUS1,PHASE_1,None
SmartMeter,12081,1,0,0,15000,1.667e-05,Load.12081,BUS1,PHASE_2,None
SmartMeter,12082,1,0,0,15000,1.667e-05,Load.12082,BUS1,PHASE_3,None
SmartMeter,12083,1,0,0,15000,1.667e-05,Load.12083,BUS1,PHASE_3,None
SmartMeter,12084,1,0,0,15000,1.667e-05,Load.12084,BUS1,PHASE_1,None
SmartMeter,12085,1,0,0,15000,1.667e-05,Load.12085,BUS1,PHASE_1,None
SmartMeter,12086,1,0,0,15000,1.667e-05,Load.12086,BUS1,PHASE_1,None
SmartMeter,12087,1,0,0,15000,1.667e-05,Load.12087,BUS1,PHASE_3,None
SmartMeter,12088,1,0,0,15000,1.667e-05,Load.12088,BUS1,PHASE_3,None
SmartMeter,12089,1,0,0,15000,1.667e-05,Load.12089,BUS1,PHASE_1,None
SmartMeter,12090,1,0,0,15000,1.667e-05,Load.12090,BUS1,PHASE_2,None
SmartMeter,12091,1,0,0,15000,1.667e-05,Load.12091,BUS1,PHASE_2,None
SmartMeter,12092,1,0,0,15000,1.667e-05,Load.12092,BUS1,PHASE_2,None
SmartMeter,12093,1,0,0,15000,1.667e-05,Load.12093,BUS1,PHASE_2,None
SmartMeter,12094,1,0,0,15000,1.667e-05,Load.12094,BUS1,PHASE_3,None
SmartMeter,12095,1,0,0,15000,1.667e-05,Load.12095,BUS1,PHASE_2,None
SmartMeter,12096,1,0,0,15000,1.667e-05,Load.12096,BUS1,PHASE_2,None
SmartMeter,12097,1,0,0,15000,1.667e-05,Load.12097,BUS1,PHASE_3,None
SmartMeter,12098,1,0,0,15000,1.667e-05,Load.12098,BUS1,PHASE_3,None
SmartMeter,12099,1,0,0,15000,1.667e-05,Load.12099,BUS1,PHASE_2,None
SmartMeter,12100,1,0,0,15000,1.667e-05,Load.12100,BUS1,PHASE_2,None
SmartMeter,12101,1,0,0,15000,1.667e-05,Load.12101,BUS1,PHASE_1,None
SmartMeter,12102,1,0,0,15000,1.667e-05,Load.12102,BUS1,PHASE_3,None
SmartMeter,12103,1,0,0,15000,1.667e-05,Load.12103,BUS1,PHASE_1,None
SmartMeter,12104,1,0,0,15000,1.667e-05,Load.12104,BUS1,PHASE_1,None
SmartMeter,12105,1,0,0,15000,1.667e-05,Load.12105,BUS1,PHASE_2,None
SmartMeter,12106,1,0,0,15000,1.667e-05,Load.12106,BUS1,PHASE_1,None
SmartMeter,12107,1,0,0,15000,1.667e-05,Load.12107,BUS1,PHASE_1,None
SmartMeter,12108,1,0,0,15000,1.667e-05,Load.12108,BUS1,PHASE_2,None
SmartMeter,12109,1,0,0,15000,1.667e-05,Load.12109,BUS1,PHASE_1,None
SmartMeter,12110,1,0,0,15000,1.667e-05,Load.12110,BUS1,PHASE_1,None
SmartMeter,13056,1,0,0,15000,1.667e-05,Load.13056,BUS1,PHASE_1,None
SmartMeter,13057,1,0,0,15000,1.667e-05,Load.13057,BUS1,PHASE_2,None
SmartMeter,13058,1,0,0,15000,1.667e-05,Load.13058,BUS1,PHASE_1,None
SmartMeter,13059,1,0,0,15000,1.667e-05,Load.13059,BUS1,PHASE_1,None
SmartMeter,13060,1,0,0,15000,1.667e-05,Load.13060,BUS1,PHASE_1,None
SmartMeter,13061,1,0,0,15000,1.667e-05,Load.13061,BUS1,PHASE_2,None
SmartMeter,13062,1,0,0,15000,1.667e-05,Load.13062,BUS1,PHASE_2,None
SmartMeter,13063,1,0,0,15000,1.667e-05,Load.13063,BUS1,PHASE_3,None
SmartMeter,13064,1,0,0,15000,1.667e-05,Load.13064,BUS1,PHASE_1,None
SmartMeter,13065,1,0,0,15000,1.667e-05,Load.13065,BUS1,PHASE_2,None
SmartMeter,13066,1,0,0,15000,1.667e-05,Load.13066,BUS1,PHASE_2,None
SmartMeter,13067,1,0,0,15000,1.667e-05,Load.13067,BUS1,PHASE_3,None
SmartMeter,13068,1,0,0,15000,1.667e-05,Load.13068,BUS1,PHASE_2,None
SmartMeter,13069,1,0,0,15000,1.667e-05,Load.13069,BUS1,PHASE_1,None
SmartMeter,13070,1,0,0,15000,1.667e-05,Load.13070,BUS1,PHASE_2,None
SmartMeter,13071,1,0,0,15000,1.667e-05,Load.13071,BUS1,PHASE_3,None
SmartMeter,13072,1,0,0,15000,1.667e-05,Load.13072,BUS1,PHASE_3,None
SmartMeter,13073,1,0,0,15000,1.667e-05,Load.13073,BUS1,PHASE_3,None
SmartMeter,13074,1,0,0,15000,1.667e-05,Load.13074,BUS1,PHASE_3,None
SmartMeter,13075,1,0,0,15000,1.667e-05,Load.13075,BUS1,PHASE_1,None
SmartMeter,13076,1,0,0,15000,1.667e-05,Load.13076,BUS1,PHASE_1,None
SmartMeter,13077,1,0,0,15000,1.667e-05,Load.13077,BUS1,PHASE_1,None
SmartMeter,13078,1,0,0,15000,1.667e-05,Load.13078,BUS1,PHASE_2,None
SmartMeter,13079,1,0,0,15000,1.667e-05,Load.13079,BUS1,PHASE_3,None
SmartMeter,13080,1,0,0,15000,1.667e-05,Load.13080,BUS1,PHASE_1,None
SmartMeter,13081,1,0,0,15000,1.667e-05,Load.13081,BUS1,PHASE_2,None
SmartMeter,13082,1,0,0,15000,1.667e-05,Load.13082,BUS1,PHASE_3,None
SmartMeter,13083,1,0,0,15000,1.667e-05,Load.13083,BUS1,PHASE_3,None
SmartMeter,13084,1,0,0,15000,1.667e-05,Load.13084,BUS1,PHASE_1,None
SmartMeter,13085,1,0,0,15000,1.667e-05,Load.13085,BUS1,PHASE_1,None
SmartMeter,13086,1,0,0,15000,1.667e-05,Load.13086,BUS1,PHASE_1,None
SmartMeter,13087,1,0,0,15000,1.667e-05,Load.13087,BUS1,PHASE_3,None
SmartMeter,13088,1,0,0,15000,1.667e-05,Load.13088,BUS1,PHASE_3,None
SmartMeter,13089,1,0,0,15000,1.667e-05,Load.13089,BUS1,PHASE_1,None
SmartMeter,13090,1,0,0,15000,1.667e-05,Load.13090,BUS1,PHASE_2,None
SmartMeter,13091,1,0,0,15000,1.667e-05,Load.13091,BUS1,PHASE_2,None
SmartMeter,13092,1,0,0,15000,1.667e-05,Load.13092,BUS1,PHASE_2,None
SmartMeter,13093,1,0,0,15000,1.667e-05,Load.13093,BUS1,PHASE_2,None
SmartMeter,13094,1,0,0,15000,1.667e-05,Load.13094,BUS1,PHASE_3,None
SmartMeter,13095,1,0,0,15000,1.667e-05,Load.13095,BUS1,PHASE_2,None
SmartMeter,13096,1,0,0,15000,1.667e-05,Load.13096,BUS1,PHASE_2,None
SmartMeter,13097,1,0,0,15000,1.667e-05,Load.13097,BUS1,PHASE_3,None
SmartMeter,13098,1,0,0,15000,1.667e-05,Load.13098,BUS1,PHASE_3,None
SmartMeter,13099,1,0,0,15000,1.667e-05,Load.13099,BUS1,PHASE_2,None
SmartMeter,13100,1,0,0,15000,1.667e-05,Load.13100,BUS1,PHASE_2,None
SmartMeter,13101,1,0,0,15000,1.667e-05,Load.13101,BUS1,PHASE_1,None
SmartMeter,13102,1,0,0,15000,1.667e-05,Load.13102,BUS1,PHASE_3,None
SmartMeter,13103,1,0,0,15000,1.667e-05,Load.13103,BUS1,PHASE_1,None
SmartMeter,13104,1,0,0,15000,1.667e-05,Load.13104,BUS1,PHASE_1,None
SmartMeter,13105,1,0,0,15000,1.667e-05,Load.13105,BUS1,PHASE_2,None
SmartMeter,13106,1,0,0,15000,1.667e-05,Load.13106,BUS1,PHASE_1,None
SmartMeter,13107,1,0,0,15000,1.667e-05,Load.13107,BUS1,PHASE_1,None
SmartMeter,13108,1,0,0,15000,1.667e-05,Load.13108,BUS1,PHASE_2,None
SmartMeter,13109,1,0,0,15000,1.667e-05,Load.13109,BUS1,PHASE_1,None
SmartMeter,13110,1,0,0,15000,1.667e-05,Load.13110,BUS1,PHASE_1,None
SmartMeter,14056,1,0,0,15000,1.667e-05,Load.14056,BUS1,PHASE_1,None
SmartMeter,14057,1,0,0,15000,1.667e-05,Load.14057,BUS1,PHASE_2,None
SmartMeter,14058,1,0,0,15000,1.667e-05,Load.14058,BUS1,PHASE_1,None
SmartMeter,14059,1,0,0,15000,1.667e-05,Load.14059,BUS1,PHASE_1,None
SmartMeter,14060,1,0,0,15000,1.667e-05,Load.14060,BUS1,PHASE_1,None
SmartMeter,14061,1,0,0,15000,1.667e-05,Load.14061,BUS1,PHASE_2,None
SmartMeter,14062,1,0,0,15000,1.667e-05,Load.14062,BUS1,PHASE_2,None
SmartMeter,14063,1,0,0,15000,1.667e-05,Load.14063,BUS1,PHASE_3,None
SmartMeter,14064,1,0,0,15000,1.667e-05,Load.14064,BUS1,PHASE_1,None
SmartMeter,14065,1,0,0,15000,1.667e-05,Load.14065,BUS1,PHASE_2,None
SmartMeter,14066,1,0,0,15000,1.667e-05,Load.14066,BUS1,PHASE_2,None
SmartMeter,14067,1,0,0,15000,1.667e-05,Load.14067,BUS1,PHASE_3,None
SmartMeter,14068,1,0,0,15000,1.667e-05,Load.14068,BUS1,PHASE_2,None
SmartMeter,14069,1,0,0,15000,1.667e-05,Load.14069,BUS1,PHASE_1,None
SmartMeter,14070,1,0,0,15000,1.667e-05,Load.14070,BUS1,PHASE_2,None
SmartMeter,14071,1,0,0,15000,1.667e-05,Load.14071,BUS1,PHASE_3,None
SmartMeter,14072,1,0,0,15000,1.667e-05,Load.14072,BUS1,PHASE_3,None
SmartMeter,14073,1,0,0,15000,1.667e-05,Load.14073,BUS1,PHASE_3,None
SmartMeter,14074,1,0,0,15000,1.667e-05,Load.14074,BUS1,PHASE_3,None
SmartMeter,14075,1,0,0,15000,1.667e-05,Load.14075,BUS1,PHASE_1,None
SmartMeter,14076,1,0,0,15000,1.667e-05,Load.14076,BUS1,PHASE_1,None
SmartMeter,14077,1,0,0,15000,1.667e-05,Load.14077,BUS1,PHASE_1,None
SmartMeter,14078,1,0,0,15000,1.667e-05,Load.14078,BUS1,PHASE_2,None
SmartMeter,14079,1,0,0,15000,1.667e-05,Load.14079,BUS1,PHASE_3,None
SmartMeter,14080,1,0,0,15000,1.667e-05,Load.14080,BUS1,PHASE_1,None
SmartMeter,14081,1,0,0,15000,1.667e-05,Load.14081,BUS1,PHASE_2,None
SmartMeter,14082,1,0,0,15000,1.667e-05,Load.14082,BUS1,PHASE_3,None
SmartMeter,14083,1,0,0,15000,1.667e-05,Load.14083,BUS1,PHASE_3,None
SmartMeter,14084,1,0,0,15000,1.667e-05,Load.14084,BUS1,PHASE_1,None
SmartMeter,14085,1,0,0,15000,1.667e-05,Load.14085,BUS1,PHASE_1,None
SmartMeter,14086,1,0,0,15000,1.667e-05,Load.14086,BUS1,PHASE_1,None
SmartMeter,14087,1,0,0,15000,1.667e-05,Load.14087,BUS1,PHASE_3,None
SmartMeter,14088,1,0,0,15000,1.667e-05,Load.14088,BUS1,PHASE_3,None
SmartMeter,14089,1,0,0,15000,1.667e-05,Load.14089,BUS1,PHASE_1,None
SmartMeter,14090,1,0,0,15000,1.667e-05,Load.14090,BUS1,PHASE_2,None
SmartMeter,14091,1,0,0,15000,1.667e-05,Load.14091,BUS1,PHASE_2,None
SmartMeter,14092,1,0,0,15000,1.667e-05,Load.14092,BUS1,PHASE_2,None
SmartMeter,14093,1,0,0,15000,1.667e-05,Load.14093,BUS1,PHASE_2,None
SmartMeter,14094,1,0,0,15000,1.667e-05,Load.14094,BUS1,PHASE_3,None
SmartMeter,14095,1,0,0,15000,1.667e-05,Load.14095,BUS1,PHASE_2,None
SmartMeter,14096,1,0,0,15000,1.667e-05,Load.14096,BUS1,PHASE_2,None
SmartMeter,14097,1,0,0,15000,1.667e-05,Load.14097,BUS1,PHASE_3,None
SmartMeter,14098,1,0,0,15000,1.667e-05,Load.14098,BUS1,PHASE_3,None
SmartMeter,14099,1,0,0,15000,1.667e-05,Load.14099,BUS1,PHASE_2,None
SmartMeter,14100,1,0,0,15000,1.667e-05,Load.14100,BUS1,PHASE_2,None
SmartMeter,14101,1,0,0,15000,1.667e-05,Load.14101,BUS1,PHASE_1,None
SmartMeter,14102,1,0,0,15000,1.667e-05,Load.14102,BUS1,PHASE_3,None
SmartMeter,14103,1,0,0,15000,1.667e-05,Load.14103,BUS1,PHASE_1,None
SmartMeter,14104,1,0,0,15000,1.667e-05,Load.14104,BUS1,PHASE_1,None
SmartMeter,14105,1,0,0,15000,1.667e-05,Load.14105,BUS1,PHASE_2,None
SmartMeter,14106,1,0,0,15000,1.667e-05,Load.14106,BUS1,PHASE_1,None
SmartMeter,14107,1,0,0,15000,1.667e-05,Load.14107,BUS1,PHASE_1,None
SmartMeter,14108,1,0,0,15000,1.667e-05,Load.14108,BUS1,PHASE_2,None
SmartMeter,14109,1,0,0,15000,1.667e-05,Load.14109,BUS1,PHASE_1,None
SmartMeter,14110,1,0,0,15000,1.667e-05,Load.14110,BUS1,PHASE_1,None
SmartMeter,15056,1,0,0,15000,1.667e-05,Load.15056,BUS1,PHASE_1,None
SmartMeter,15057,1,0,0,15000,1.667e-05,Load.15057,BUS1,PHASE_2,None
SmartMeter,15058,1,0,0,15000,1.667e-05,Load.15058,BUS1,PHASE_1,None
SmartMeter,15059,1,0,0,15000,1.667e-05,Load.15059,BUS1,PHASE_1,None
SmartMeter,15060,1,0,0,15000,1.667e-05,Load.15060,BUS1,PHASE_1,None
SmartMeter,15061,1,0,0,15000,1.667e-05,Load.15061,BUS1,PHASE_2,None
SmartMeter,15062,1,0,0,15000,1.667e-05,Load.15062,BUS1,PHASE_2,None
SmartMeter,15063,1,0,0,15000,1.667e-05,Load.15063,BUS1,PHASE_3,None
SmartMeter,15064,1,0,0,15000,1.667e-05,Load.15064,BUS1,PHASE_1,None
SmartMeter,15065,1,0,0,15000,1.667e-05,Load.15065,BUS1,PHASE_2,None
SmartMeter,15066,1,0,0,15000,1.667e-05,Load.15066,BUS1,PHASE_2,None
SmartMeter,15067,1,0,0,15000,1.667e-05,Load.15067,BUS1,PHASE_3,None
SmartMeter,15068,1,0,0,15000,1.667e-05,Load.15068,BUS1,PHASE_2,None
SmartMeter,15069,1,0,0,15000,1.667e-05,Load.15069,BUS1,PHASE_1,None
SmartMeter,15070,1,0,0,15000,1.667e-05,Load.15070,BUS1,PHASE_2,None
SmartMeter,15071,1,0,0,15000,1.667e-05,Load.15071,BUS1,PHASE_3,None
SmartMeter,15072,1,0,0,15000,1.667e-05,Load.15072,BUS1,PHASE_3,None
SmartMeter,15073,1,0,0,15000,1.667e-05,Load.15073,BUS1,PHASE_3,None
SmartMeter,15074,1,0,0,15000,1.667e-05,Load.15074,BUS1,PHASE_3,None
SmartMeter,15075,1,0,0,15000,1.667e-05,Load.15075,BUS1,PHASE_1,None
SmartMeter,15076,1,0,0,15000,1.667e-05,Load.15076,BUS1,PHASE_1,None
SmartMeter,15077,1,0,0,15000,1.667e-05,Load.15077,BUS1,PHASE_1,None
SmartMeter,15078,1,0,0,15000,1.667e-05,Load.15078,BUS1,PHASE_2,None
SmartMeter,15079,1,0,0,15000,1.667e-05,Load.15079,BUS1,PHASE_3,None
SmartMeter,15080,1,0,0,15000,1.667e-05,Load.15080,BUS1,PHASE_1,None
SmartMeter,15081,1,0,0,15000,1.667e-05,Load.15081,BUS1,PHASE_2,None
SmartMeter,15082,1,0,0,15000,1.667e-05,Load.15082,BUS1,PHASE_3,None
SmartMeter,15083,1,0,0,15000,1.667e-05,Load.15083,BUS1,PHASE_3,None
SmartMeter,15084,1,0,0,15000,1.667e-05,Load.15084,BUS1,PHASE_1,None
SmartMeter,15085,1,0,0,15000,1.667e-05,Load.15085,BUS1,PHASE_1,None
SmartMeter,15086,1,0,0,15000,1.667e-05,Load.15086,BUS1,PHASE_1,None
SmartMeter,15087,1,0,0,15000,1.667e-05,Load.15087,BUS1,PHASE_3,None
SmartMeter,15088,1,0,0,15000,1.667e-05,Load.15088,BUS1,PHASE_3,None
SmartMeter,15089,1,0,0,15000,1.667e-05,Load.15089,BUS1,PHASE_1,None
SmartMeter,15090,1,0,0,15000,1.667e-05,Load.15090,BUS1,PHASE_2,None
SmartMeter,15091,1,0,0,15000,1.667e-05,Load.15091,BUS1,PHASE_2,None
SmartMeter,15092,1,0,0,15000,1.667e-05,Load.15092,BUS1,PHASE_2,None
SmartMeter,15093,1,0,0,15000,1.667e-05,Load.15093,BUS1,PHASE_2,None
SmartMeter,15094,1,0,0,15000,1.667e-05,Load.15094,BUS1,PHASE_3,None
SmartMeter,15095,1,0,0,15000,1.667e-05,Load.15095,BUS1,PHASE_2,None
SmartMeter,15096,1,0,0,15000,1.667e-05,Load.15096,BUS1,PHASE_2,None
SmartMeter,15097,1,0,0,15000,1.667e-05,Load.15097,BUS1,PHASE_3,None
SmartMeter,15098,1,0,0,15000,1.667e-05,Load.15098,BUS1,PHASE_3,None
SmartMeter,15099,1,0,0,15000,1.667e-05,Load.15099,BUS1,PHASE_2,None
SmartMeter,15100,1,0,0,15000,1.667e-05,Load.15100,BUS1,PHASE_2,None
SmartMeter,15101,1,0,0,15000,1.667e-05,Load.15101,BUS1,PHASE_1,None
SmartMeter,15102,1,0,0,15000,1.667e-05,Load.15102,BUS1,PHASE_3,None
SmartMeter,15103,1,0,0,15000,1.667e-05,Load.15103,BUS1,PHASE_1,None
SmartMeter,15104,1,0,0,15000,1.667e-05,Load.15104,BUS1,PHASE_1,None
SmartMeter,15105,1,0,0,15000,1.667e-05,Load.15105,BUS1,PHASE_2,None
SmartMeter,15106,1,0,0,15000,1.667e-05,Load.15106,BUS1,PHASE_1,None
SmartMeter,15107,1,0,0,15000,1.667e-05,Load.15107,BUS1,PHASE_1,None
SmartMeter,15108,1,0,0,15000,1.667e-05,Load.15108,BUS1,PHASE_2,None
SmartMeter,15109,1,0,0,15000,1.667e-05,Load.15109,BUS1,PHASE_1,None
SmartMeter,15110,1,0,0,15000,1.667e-05,Load.15110,BUS1,PHASE_1,None
SmartMeter,16056,1,0,0,15000,1.667e-05,Load.16056,BUS1,PHASE_1,None
SmartMeter,16057,1,0,0,15000,1.667e-05,Load.16057,BUS1,PHASE_2,None
SmartMeter,16058,1,0,0,15000,1.667e-05,Load.16058,BUS1,PHASE_1,None
SmartMeter,16059,1,0,0,15000,1.667e-05,Load.16059,BUS1,PHASE_1,None
SmartMeter,16060,1,0,0,15000,1.667e-05,Load.16060,BUS1,PHASE_1,None
SmartMeter,16061,1,0,0,15000,1.667e-05,Load.16061,BUS1,PHASE_2,None
SmartMeter,16062,1,0,0,15000,1.667e-05,Load.16062,BUS1,PHASE_2,None
SmartMeter,16063,1,0,0,15000,1.667e-05,Load.16063,BUS1,PHASE_3,None
SmartMeter,16064,1,0,0,15000,1.667e-05,Load.16064,BUS1,PHASE_1,None
SmartMeter,16065,1,0,0,15000,1.667e-05,Load.16065,BUS1,PHASE_2,None
SmartMeter,16066,1,0,0,15000,1.667e-05,Load.16066,BUS1,PHASE_2,None
SmartMeter,16067,1,0,0,15000,1.667e-05,Load.16067,BUS1,PHASE_3,None
SmartMeter,16068,1,0,0,15000,1.667e-05,Load.16068,BUS1,PHASE_2,None
SmartMeter,16069,1,0,0,15000,1.667e-05,Load.16069,BUS1,PHASE_1,None
SmartMeter,16070,1,0,0,15000,1.667e-05,Load.16070,BUS1,PHASE_2,None
SmartMeter,16071,1,0,0,15000,1.667e-05,Load.16071,BUS1,PHASE_3,None
SmartMeter,16072,1,0,0,15000,1.667e-05,Load.16072,BUS1,PHASE_3,None
SmartMeter,16073,1,0,0,15000,1.667e-05,Load.16073,BUS1,PHASE_3,None
SmartMeter,16074,1,0,0,15000,1.667e-05,Load.16074,BUS1,PHASE_3,None
SmartMeter,16075,1,0,0,15000,1.667e-05,Load.16075,BUS1,PHASE_1,None
SmartMeter,16076,1,0,0,15000,1.667e-05,Load.16076,BUS1,PHASE_1,None
SmartMeter,16077,1,0,0,15000,1.667e-05,Load.16077,BUS1,PHASE_1,None
SmartMeter,16078,1,0,0,15000,1.667e-05,Load.16078,BUS1,PHASE_2,None
SmartMeter,16079,1,0,0,15000,1.667e-05,Load.16079,BUS1,PHASE_3,None
SmartMeter,16080,1,0,0,15000,1.667e-05,Load.16080,BUS1,PHASE_1,None
SmartMeter,16081,1,0,0,15000,1.667e-05,Load.16081,BUS1,PHASE_2,None
SmartMeter,16082,1,0,0,15000,1.667e-05,Load.16082,BUS1,PHASE_3,None
SmartMeter,16083,1,0,0,15000,1.667e-05,Load.16083,BUS1,PHASE_3,None
SmartMeter,16084,1,0,0,15000,1.667e-05,Load.16084,BUS1,PHASE_1,None
SmartMeter,16085,1,0,0,15000,1.667e-05,Load.16085,BUS1,PHASE_1,None
SmartMeter,16086,1,0,0,15000,1.667e-05,Load.16086,BUS1,PHASE_1,None
SmartMeter,16087,1,0,0,15000,1.667e-05,Load.16087,BUS1,PHASE_3,None
SmartMeter,16088,1,0,0,15000,1.667e-05,Load.16088,BUS1,PHASE_3,None
SmartMeter,16089,1,0,0,15000,1.667e-05,Load.16089,BUS1,PHASE_1,None
SmartMeter,16090,1,0,0,15000,1.667e-05,Load.16090,BUS1,PHASE_2,None
SmartMeter,16091,1,0,0,15000,1.667e-05,Load.16091,BUS1,PHASE_2,None
SmartMeter,16092,1,0,0,15000,1.667e-05,Load.16092,BUS1,PHASE_2,None
SmartMeter,16093,1,0,0,15000,1.667e-05,Load.16093,BUS1,PHASE_2,None
SmartMeter,16094,1,0,0,15000,1.667e-05,Load.16094,BUS1,PHASE_3,None
SmartMeter,16095,1,0,0,15000,1.667e-05,Load.16095,BUS1,PHASE_2,None
SmartMeter,16096,1,0,0,15000,1.667e-05,Load.16096,BUS1,PHASE_2,None
SmartMeter,16097,1,0,0,15000,1.667e-05,Load.16097,BUS1,PHASE_3,None
SmartMeter,16098,1,0,0,15000,1.667e-05,Load.16098,BUS1,PHASE_3,None
SmartMeter,16099,1,0,0,15000,1.667e-05,Load.16099,BUS1,PHASE_2,None
SmartMeter,16100,1,0,0,15000,1.667e-05,Load.16100,BUS1,PHASE_2,None
SmartMeter,16101,1,0,0,15000,1.667e-05,Load.16101,BUS1,PHASE_1,None
SmartMeter,16102,1,0,0,15000,1.667e-05,Load.16102,BUS1,PHASE_3,None
SmartMeter,16103,1,0,0,15000,1.667e-05,Load.16103,BUS1,PHASE_1,None
SmartMeter,16104,1,0,0,15000,1.667e-05,Load.16104,BUS1,PHASE_1,None
SmartMeter,16105,1,0,0,15000,1.667e-05,Load.16105,BUS1,PHASE_2,None
SmartMeter,16106,1,0,0,15000,1.667e-05,Load.16106,BUS1,PHASE_1,None
SmartMeter,16107,1,0,0,15000,1.667e-05,Load.16107,BUS1,PHASE_1,None
SmartMeter,16108,1,0,0,15000,1.667e-05,Load.16108,BUS1,PHASE_2,None
SmartMeter,16109,1,0,0,15000,1.667e-05,Load.16109,BUS1,PHASE_1,None
SmartMeter,16110,1,0,0,15000,1.667e-05,Load.16110,BUS1,PHASE_1,None
SmartMeter,17056,1,0,0,15000,1.667e-05,Load.17056,BUS1,PHASE_1,None
SmartMeter,17057,1,0,0,15000,1.667e-05,Load.17057,BUS1,PHASE_2,None
SmartMeter,17058,1,0,0,15000,1.667e-05,Load.17058,BUS1,PHASE_1,None
SmartMeter,17059,1,0,0,15000,1.667e-05,Load.17059,BUS1,PHASE_1,None
SmartMeter,17060,1,0,0,15000,1.667e-05,Load.17060,BUS1,PHASE_1,None
SmartMeter,17061,1,0,0,15000,1.667e-05,Load.17061,BUS1,PHASE_2,None
SmartMeter,17062,1,0,0,15000,1.667e-05,Load.17062,BUS1,PHASE_2,None
SmartMeter,17063,1,0,0,15000,1.667e-05,Load.17063,BUS1,PHASE_3,None
SmartMeter,17064,1,0,0,15000,1.667e-05,Load.17064,BUS1,PHASE_1,None
SmartMeter,17065,1,0,0,15000,1.667e-05,Load.17065,BUS1,PHASE_2,None
SmartMeter,17066,1,0,0,15000,1.667e-05,Load.17066,BUS1,PHASE_2,None
SmartMeter,17067,1,0,0,15000,1.667e-05,Load.17067,BUS1,PHASE_3,None
SmartMeter,17068,1,0,0,15000,1.667e-05,Load.17068,BUS1,PHASE_2,None
SmartMeter,17069,1,0,0,15000,1.667e-05,Load.17069,BUS1,PHASE_1,None
SmartMeter,17070,1,0,0,15000,1.667e-05,Load.17070,BUS1,PHASE_2,None
SmartMeter,17071,1,0,0,15000,1.667e-05,Load.17071,BUS1,PHASE_3,None
SmartMeter,17072,1,0,0,15000,1.667e-05,Load.17072,BUS1,PHASE_3,None
SmartMeter,17073,1,0,0,15000,1.667e-05,Load.17073,BUS1,PHASE_3,None
SmartMeter,17074,1,0,0,15000,1.667e-05,Load.17074,BUS1,PHASE_3,None
SmartMeter,17075,1,0,0,15000,1.667e-05,Load.17075,BUS1,PHASE_1,None
SmartMeter,17076,1,0,0,15000,1.667e-05,Load.17076,BUS1,PHASE_1,None
SmartMeter,17077,1,0,0,15000,1.667e-05,Load.17077,BUS1,PHASE_1,None
SmartMeter,17078,1,0,0,15000,1.667e-05,Load.17078,BUS1,PHASE_2,None
SmartMeter,17079,1,0,0,15000,1.667e-05,Load.17079,BUS1,PHASE_3,None
SmartMeter,17080,1,0,0,15000,1.667e-05,Load.17080,BUS1,PHASE_1,None
SmartMeter,17081,1,0,0,15000,1.667e-05,Load.17081,BUS1,PHASE_2,None
SmartMeter,17082,1,0,0,15000,1.667e-05,Load.17082,BUS1,PHASE_3,None
SmartMeter,17083,1,0,0,15000,1.667e-05,Load.17083,BUS1,PHASE_3,None
SmartMeter,17084,1,0,0,15000,1.667e-05,Load.17084,BUS1,PHASE_1,None
SmartMeter,17085,1,0,0,15000,1.667e-05,Load.17085,BUS1,PHASE_1,None
SmartMeter,17086,1,0,0,15000,1.667e-05,Load.17086,BUS1,PHASE_1,None
SmartMeter,17087,1,0,0,15000,1.667e-05,Load.17087,BUS1,PHASE_3,None
SmartMeter,17088,1,0,0,15000,1.667e-05,Load.17088,BUS1,PHASE_3,None
SmartMeter,17089,1,0,0,15000,1.667e-05,Load.17089,BUS1,PHASE_1,None
SmartMeter,17090,1,0,0,15000,1.667e-05,Load.17090,BUS1,PHASE_2,None
SmartMeter,17091,1,0,0,15000,1.667e-05,Load.17091,BUS1,PHASE_2,None
SmartMeter,17092,1,0,0,15000,1.667e-05,Load.17092,BUS1,PHASE_2,None
SmartMeter,17093,1,0,0,15000,1.667e-05,Load.17093,BUS1,PHASE_2,None
SmartMeter,17094,1,0,0,15000,1.667e-05,Load.17094,BUS1,PHASE_3,None
SmartMeter,17095,1,0,0,15000,1.667e-05,Load.17095,BUS1,PHASE_2,None
SmartMeter,17096,1,0,0,15000,1.667e-05,Load.17096,BUS1,PHASE_2,None
SmartMeter,17097,1,0,0,15000,1.667e-05,Load.17097,BUS1,PHASE_3,None
SmartMeter,17098,1,0,0,15000,1.667e-05,Load.17098,BUS1,PHASE_3,None
